Game;Team;Player;#;Nation;Pos;Age;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Tkl;Int;Blocks;xG;npxG;xAG;SCA;GCA;Cmp;Att;Cmp%;PrgP;Carries;PrgC;Att;Succ
Manchester City vs. Red Star Belgrade;Red Star;Nasser Djiga;24;bf BFA;CB;20-308;90;0;0;0;0;0;0;0;0;39;2;1;4;0.0;0.0;0.1;2;0;19;20;95.0;1;14;0;0;0
Manchester City vs. Red Star Belgrade;Red Star;Srđan Mijailović;33;rs SRB;RB;29-313;90;0;0;0;0;0;0;0;0;35;2;0;1;0.0;0.0;0.0;0;0;21;32;65.6;0;13;0;0;0
Manchester City vs. Red Star Belgrade;Red Star;Omri Glazer;18;il ISR;GK;27-192;90;0;0;0;0;0;0;0;0;42;0;0;0;0.0;0.0;0.0;0;0;22;32;68.8;0;17;0;0;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Danylo Sikan;14;ua UKR;FW;22-205;61;1;0;0;0;2;2;0;0;19;1;0;0;0.2;0.2;0.0;1;0;7;13;53.8;1;16;0;0;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Kevin Kelsy;18;ve VEN;FW;19-103;29;0;0;0;0;0;0;0;0;14;1;0;1;0.0;0.0;0.0;0;0;0;5;0.0;0;9;0;2;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Newerton;39;br BRA;LM;18-157;89;0;0;0;0;2;0;1;0;40;2;0;1;0.3;0.3;0.0;0;0;14;24;58.3;0;28;1;5;1
Shakhtar Donetsk vs. Barcelona;Shakhtar;Maryan Shved;9;ua UKR;LM;26-114;1;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;;0;0;0;0;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Heorhii Sudakov;10;ua UKR;CM;21-067;90;0;0;0;0;0;0;0;0;59;1;4;1;0.0;0.0;0.0;3;1;39;51;76.5;2;38;2;1;1
Shakhtar Donetsk vs. Barcelona;Shakhtar;Dmytro Kryskiv;8;ua UKR;CM;23-032;90;0;0;0;0;0;0;0;0;42;2;1;1;0.0;0.0;0.0;1;0;26;34;76.5;3;29;2;1;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Oleksandr Zubkov;11;ua UKR;RM;27-096;90;0;0;0;0;3;0;0;0;37;1;0;0;0.1;0.1;0.4;4;0;23;30;76.7;5;18;2;0;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Taras Stepanenko;6;ua UKR;DM;34-091;72;0;0;0;0;0;0;0;0;30;2;1;0;0.0;0.0;0.0;1;0;21;23;91.3;1;21;0;0;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Yehor Nazaryna;29;ua UKR;DM;26-120;18;0;0;0;0;0;0;0;0;11;0;1;1;0.0;0.0;0.0;0;0;4;6;66.7;0;6;0;0;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Mykola Matviyenko;22;ua UKR;LB;27-189;90;0;0;0;0;1;1;0;0;55;2;0;2;0.1;0.1;0.1;3;0;35;41;85.4;0;30;0;0;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Yaroslav Rakitskiy;44;ua UKR;CB;34-096;90;0;0;0;0;0;0;0;0;59;0;1;2;0.0;0.0;0.1;1;0;32;41;78.0;2;35;0;0;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Valerii Bondar;5;ua UKR;CB;24-253;90;0;0;0;0;0;0;0;0;37;2;0;1;0.0;0.0;0.0;0;0;26;31;83.9;0;24;0;0;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Giorgi Gocholeishvili;13;ge GEO;RB;22-266;90;0;1;0;0;1;1;0;0;54;3;0;0;0.1;0.1;0.1;1;1;27;37;73.0;3;31;3;2;0
Shakhtar Donetsk vs. Barcelona;Shakhtar;Dmytro Riznyk;31;ua UKR;GK;24-281;90;0;0;0;0;0;0;0;0;37;0;0;0;0.0;0.0;0.0;1;0;24;37;64.9;0;28;0;0;0
Shakhtar Donetsk vs. Barcelona;Barcelona;Robert Lewandowski;9;pl POL;FW;35-078;90;0;0;0;0;2;0;0;0;26;0;0;2;0.1;0.1;0.3;1;0;11;15;73.3;3;16;3;3;2
Shakhtar Donetsk vs. Barcelona;Barcelona;Ferrán Torres;7;es ESP;LW;23-251;58;0;0;0;0;2;0;0;0;37;0;0;0;0.1;0.1;0.0;2;0;22;28;78.6;3;28;1;2;1
Shakhtar Donetsk vs. Barcelona;Barcelona;João Félix;14;pt POR;LW;23-362;32;0;0;0;0;2;0;0;0;34;0;0;0;0.2;0.2;0.0;2;0;19;29;65.5;1;30;2;2;1
Shakhtar Donetsk vs. Barcelona;Barcelona;Raphinha;11;br BRA;RW;26-328;58;0;0;0;0;2;0;0;0;42;0;0;0;0.1;0.1;0.0;0;0;25;35;71.4;1;33;2;4;2
Shakhtar Donetsk vs. Barcelona;Barcelona;Lamine Yamal;27;es ESP;RW;16-117;32;0;0;0;0;0;0;0;0;38;0;1;0;0.0;0.0;0.3;5;0;27;35;77.1;1;29;4;7;3
Shakhtar Donetsk vs. Barcelona;Barcelona;Gavi;6;es ESP;LM,RM;19-094;80;0;0;0;0;1;1;0;0;34;0;0;1;0.2;0.2;0.0;0;0;19;25;76.0;4;19;1;1;1
Shakhtar Donetsk vs. Barcelona;Barcelona;Fermin López;32;es ESP;RM;20-180;10;0;0;0;0;0;0;0;0;15;0;0;0;0.0;0.0;0.1;1;0;13;14;92.9;4;12;2;0;0
Shakhtar Donetsk vs. Barcelona;Barcelona;Oriol Romeu;18;es ESP;CM;32-044;58;0;0;0;0;0;0;0;0;44;3;0;2;0.0;0.0;0.0;2;0;34;39;87.2;4;30;1;0;0
Shakhtar Donetsk vs. Barcelona;Barcelona;Pedri;8;es ESP;LM;20-347;32;0;0;0;0;0;0;0;0;39;0;1;0;0.0;0.0;0.0;1;0;29;38;76.3;10;31;1;0;0
Shakhtar Donetsk vs. Barcelona;Barcelona;İlkay Gündoğan;22;de GER;RM,CM;33-014;90;0;0;0;0;2;0;0;0;110;2;0;1;0.1;0.1;0.0;4;0;94;101;93.1;18;84;7;5;3
Shakhtar Donetsk vs. Barcelona;Barcelona;Marcos Alonso;17;es ESP;LB;32-314;59;0;0;0;0;0;0;0;0;50;1;1;2;0.0;0.0;0.0;1;0;36;43;83.7;6;32;0;0;0
Shakhtar Donetsk vs. Barcelona;Barcelona;Alejandro Balde;3;es ESP;LB;20-020;31;0;0;0;0;0;0;0;0;31;1;0;0;0.0;0.0;0.0;0;0;22;25;88.0;3;22;1;2;0
Shakhtar Donetsk vs. Barcelona;Barcelona;Andreas Christensen;15;dk DEN;CB;27-211;90;0;0;0;0;0;0;0;0;118;2;3;2;0.0;0.0;0.0;2;0;106;108;98.1;10;88;4;0;0
Shakhtar Donetsk vs. Barcelona;Barcelona;Ronald Araújo;4;uy URU;CB;24-245;90;0;0;0;0;2;0;1;0;108;5;0;1;0.2;0.2;0.0;1;0;94;99;94.9;10;84;1;2;2
Shakhtar Donetsk vs. Barcelona;Barcelona;João Cancelo;2;pt POR;RB;29-164;90;0;0;0;0;0;0;0;0;117;5;2;1;0.0;0.0;0.1;3;0;94;106;88.7;14;85;6;3;3
Shakhtar Donetsk vs. Barcelona;Barcelona;Marc-André ter Stegen;1;de GER;GK;31-191;90;0;0;0;0;0;0;0;0;29;0;0;0;0.0;0.0;0.0;0;0;25;26;96.2;2;16;0;0;0
Celtic vs. Atlético Madrid;Celtic;Luis Enrique Palma;7;hn HON;FW;23-281;61;1;0;0;0;1;1;1;0;;;0;;;;;;;;;;;;;;
Celtic vs. Atlético Madrid;Celtic;Nathaniel Phillips;6;eng ENG;CB;26-218;29;0;0;0;0;0;0;0;0;39;0;2;2;0.0;0.0;0.0;0;0;28;32;87.5;5;19;2;0;0
Celtic vs. Atlético Madrid;Celtic;Kyogo Furuhashi;8;jp JPN;FW;28-278;79;1;0;0;0;2;1;0;0;22;0;0;1;0.6;0.6;0.0;3;1;13;16;81.3;3;13;2;3;1
Celtic vs. Atlético Madrid;Celtic;James Forrest;49;sct SCO;FW;32-110;11;0;0;0;0;1;0;0;0;8;0;0;0;0.1;0.1;0.0;0;0;4;5;80.0;1;8;1;0;0
Celtic vs. Atlético Madrid;Celtic;Daizen Maeda;38;jp JPN;RW,FW;26-005;90;0;1;0;0;0;0;0;0;46;1;1;0;0.0;0.0;0.1;1;1;21;29;72.4;2;37;1;7;3
Celtic vs. Atlético Madrid;Celtic;Reo Hatate;41;jp JPN;LM;25-338;6;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;0;0;2;3;66.7;1;2;0;0;0
Celtic vs. Atlético Madrid;Celtic;Paulo Bernardo;28;pt POR;LM,CM;21-274;84;0;0;0;0;0;0;0;0;55;1;1;2;0.0;0.0;0.0;0;0;36;45;80.0;5;35;0;0;0
Celtic vs. Atlético Madrid;Celtic;Callum McGregor;42;sct SCO;CM;30-133;90;0;0;0;0;0;0;0;0;73;1;0;0;0.0;0.0;0.0;1;0;56;65;86.2;3;42;0;1;1
Celtic vs. Atlético Madrid;Celtic;Matt O'Riley;33;dk DEN;RM,CM;22-338;90;0;1;0;0;1;1;0;0;65;3;2;0;0.0;0.0;0.6;4;1;49;60;81.7;13;34;4;0;0
Celtic vs. Atlético Madrid;Celtic;Greg Taylor;3;sct SCO;LB,WB;25-354;90;0;0;0;0;0;0;1;0;102;0;1;1;0.0;0.0;0.1;3;1;80;95;84.2;15;51;2;0;0
Celtic vs. Atlético Madrid;Celtic;Liam Scales;5;ie IRL;CB;25-078;90;0;0;0;0;1;0;0;0;114;1;0;2;0.0;0.0;0.0;0;0;89;104;85.6;3;76;1;0;0
Celtic vs. Atlético Madrid;Celtic;Cameron Carter-Vickers;20;us USA;CB;25-298;90;0;0;0;0;0;0;1;0;94;1;2;1;0.0;0.0;0.0;0;0;81;86;94.2;6;63;1;0;0
Celtic vs. Atlético Madrid;Celtic;Alistair Johnston;2;ca CAN;RB,WB;25-017;90;0;0;0;0;0;0;0;0;114;1;0;1;0.0;0.0;0.0;0;0;85;108;78.7;12;66;2;0;0
Celtic vs. Atlético Madrid;Celtic;Joe Hart;1;eng ENG;GK;36-189;90;0;0;0;0;0;0;0;0;37;0;0;0;0.0;0.0;0.0;0;0;29;32;90.6;0;18;0;0;0
Celtic vs. Atlético Madrid;Atlético Madrid;Álvaro Morata;19;es ESP;FW;31-002;72;1;0;0;0;3;2;0;0;24;0;0;0;0.6;0.6;0.0;0;0;8;14;57.1;0;13;0;1;0
Celtic vs. Atlético Madrid;Atlético Madrid;Ángel Correa;10;ar ARG;FW;28-230;18;0;0;0;0;2;2;0;0;7;0;0;0;0.1;0.1;0.0;0;0;3;4;75.0;2;6;0;1;0
Celtic vs. Atlético Madrid;Atlético Madrid;Antoine Griezmann;7;fr FRA;FW,DM;32-218;90;1;0;0;1;4;1;0;0;82;0;2;1;1.3;0.4;0.1;4;1;59;71;83.1;7;52;3;4;2
Celtic vs. Atlético Madrid;Atlético Madrid;Saúl Ñíguez;8;es ESP;CM;28-338;45;0;0;0;0;1;0;0;0;24;0;1;3;0.0;0.0;0.0;0;0;12;14;85.7;0;14;0;0;0
Celtic vs. Atlético Madrid;Atlético Madrid;Rodrigo Riquelme;25;es ESP;WB;23-206;45;0;0;0;0;1;0;0;0;21;2;0;1;0.0;0.0;0.0;1;0;15;16;93.8;0;16;2;1;1
Celtic vs. Atlético Madrid;Atlético Madrid;Koke;6;es ESP;CM,DM;31-290;90;0;0;0;0;0;0;0;0;101;3;0;0;0.0;0.0;0.1;5;0;85;95;89.5;7;67;1;1;1
Celtic vs. Atlético Madrid;Atlético Madrid;Rodrigo De Paul;5;ar ARG;CM;29-154;81;0;0;0;0;0;0;2;1;90;1;2;3;0.0;0.0;0.2;7;0;68;82;82.9;11;65;2;2;2
Celtic vs. Atlético Madrid;Atlético Madrid;Javi Galán;17;es ESP;WB;28-340;45;0;0;0;0;0;0;1;0;35;0;2;3;0.0;0.0;0.2;2;0;20;25;80.0;0;18;3;1;1
Celtic vs. Atlético Madrid;Atlético Madrid;Marcos Llorente;14;es ESP;CM,DM;28-268;45;0;1;0;0;2;0;0;0;28;0;0;2;0.1;0.1;0.6;5;2;18;22;81.8;3;19;3;1;1
Celtic vs. Atlético Madrid;Atlético Madrid;Nahuel Molina;16;ar ARG;WB;25-202;90;0;0;0;0;1;0;1;0;89;5;1;1;0.0;0.0;0.0;2;0;55;78;70.5;6;50;1;1;1
Celtic vs. Atlético Madrid;Atlético Madrid;Mario Hermoso;22;es ESP;CB;28-129;90;0;0;0;0;0;0;0;0;62;1;0;1;0.0;0.0;0.0;1;0;41;53;77.4;0;36;2;1;0
Celtic vs. Atlético Madrid;Atlético Madrid;Axel Witsel;20;be BEL;CB;34-286;90;0;0;0;0;0;0;0;0;59;0;1;2;0.0;0.0;0.0;0;0;51;55;92.7;3;38;0;1;1
Celtic vs. Atlético Madrid;Atlético Madrid;Stefan Savić;15;me MNE;CB;32-290;90;0;0;0;0;0;0;1;0;64;0;2;0;0.0;0.0;0.0;1;0;46;57;80.7;3;33;1;0;0
Celtic vs. Atlético Madrid;Atlético Madrid;Jan Oblak;13;si SVN;GK;30-291;90;0;0;0;0;0;0;0;0;36;0;0;0;0.0;0.0;0.0;0;0;20;34;58.8;0;19;0;0;0
Napoli vs. Real Madrid;Napoli;Victor Osimhen;9;ng NGA;FW;24-278;90;0;0;0;0;4;1;0;0;22;0;0;0;0.4;0.4;0.1;5;1;8;9;88.9;0;15;0;2;0
Napoli vs. Real Madrid;Napoli;Khvicha Kvaratskhelia;77;ge GEO;LW;22-233;90;0;0;0;0;2;0;0;0;52;1;1;1;0.1;0.1;0.3;7;0;32;42;76.2;5;37;7;8;4
Napoli vs. Real Madrid;Napoli;Matteo Politano;21;it ITA;RW;30-061;69;0;0;0;0;2;2;0;0;41;1;0;0;0.1;0.1;0.2;3;0;24;33;72.7;5;27;1;2;0
Napoli vs. Real Madrid;Napoli;Elif Elmas;7;mk MKD;RW;24-009;21;0;0;0;0;1;0;0;0;21;0;0;0;0.1;0.1;0.0;2;0;15;20;75.0;0;15;1;1;1
Napoli vs. Real Madrid;Napoli;Piotr Zieliński;20;pl POL;LM;29-136;74;1;0;1;1;2;1;0;0;50;0;0;0;0.9;0.1;0.1;3;0;39;46;84.8;7;35;3;1;0
Napoli vs. Real Madrid;Napoli;Giacomo Raspadori;81;it ITA;LM;23-227;16;0;0;0;0;1;0;0;0;11;0;0;0;0.0;0.0;0.0;0;0;6;9;66.7;1;6;0;0;0
Napoli vs. Real Madrid;Napoli;Stanislav Lobotka;68;sk SVK;CM;28-312;87;0;0;0;0;0;0;0;0;74;2;2;0;0.0;0.0;0.0;2;0;63;66;95.5;5;52;1;1;0
Napoli vs. Real Madrid;Napoli;Jens Cajuste;24;se SWE;CM;24-054;3;0;0;0;0;0;0;0;0;5;0;0;0;0.0;0.0;0.0;0;0;5;5;100.0;0;4;0;0;0
Napoli vs. Real Madrid;Napoli;Andre-Frank Zambo Anguissa;99;cm CMR;RM;27-321;87;0;0;0;0;1;0;0;0;53;3;0;1;0.0;0.0;0.0;2;0;44;46;95.7;5;34;1;2;1
Napoli vs. Real Madrid;Napoli;Giovanni Simeone;18;ar ARG;RM;28-090;3;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.0;1;0;1;2;50.0;0;2;0;0;0
Napoli vs. Real Madrid;Napoli;Mathías Olivera;17;uy URU;LB;25-337;87;0;0;0;0;0;0;0;0;67;2;2;1;0.0;0.0;0.0;1;0;53;58;91.4;6;47;1;1;0
Napoli vs. Real Madrid;Napoli;Mário Rui;6;pt POR;LB;32-129;3;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;0;0;3;4;75.0;1;4;0;0;0
Napoli vs. Real Madrid;Napoli;Natan;3;br BRA;CB;22-239;90;0;0;0;0;1;0;1;0;84;2;2;6;0.2;0.2;0.0;1;1;62;69;89.9;5;56;2;0;0
Napoli vs. Real Madrid;Napoli;Leo Skiri Østigård;55;no NOR;CB;23-309;90;1;0;0;0;3;2;0;0;62;1;1;3;0.3;0.3;0.1;2;0;42;46;91.3;1;37;0;0;0
Napoli vs. Real Madrid;Napoli;Giovanni Di Lorenzo;22;it ITA;RB;30-060;90;0;0;0;0;0;0;0;0;75;4;0;2;0.0;0.0;0.0;3;0;55;68;80.9;5;44;1;0;0
Napoli vs. Real Madrid;Napoli;Alex Meret;1;it ITA;GK;26-195;90;0;0;0;0;0;0;0;0;25;0;0;0;0.0;0.0;0.0;0;0;21;22;95.5;0;7;0;0;0
Napoli vs. Real Madrid;Real Madrid;Vinicius Júnior;7;br BRA;FW;23-083;83;1;0;0;0;6;2;0;0;42;2;0;1;0.4;0.4;0.0;6;0;19;26;73.1;0;35;4;7;3
Napoli vs. Real Madrid;Real Madrid;Dani Ceballos;19;es ESP;FW;27-057;7;0;0;0;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;0;0;0;2;0.0;0;2;0;0;0
Napoli vs. Real Madrid;Real Madrid;Rodrygo;11;br BRA;FW;22-267;74;0;0;0;0;2;1;0;0;31;1;0;0;0.3;0.3;0.1;3;0;23;23;100.0;1;25;7;3;0
Napoli vs. Real Madrid;Real Madrid;Joselu;14;es ESP;FW;33-190;16;0;0;0;0;0;0;0;0;6;1;0;0;0.0;0.0;0.0;0;0;3;3;100.0;0;3;0;0;0
Napoli vs. Real Madrid;Real Madrid;Jude Bellingham;5;eng ENG;AM;20-096;90;1;1;0;0;3;1;1;0;70;4;2;2;0.5;0.5;0.5;7;3;51;55;92.7;9;58;7;4;3
Napoli vs. Real Madrid;Real Madrid;Toni Kroos;8;de GER;LM;33-272;64;0;0;0;0;1;0;0;0;61;1;0;0;0.1;0.1;0.1;6;0;53;57;93.0;3;44;0;0;0
Napoli vs. Real Madrid;Real Madrid;Luka Modrić;10;hr CRO;LM;38-024;26;0;0;0;0;1;0;0;0;26;1;0;0;0.0;0.0;0.0;2;0;18;24;75.0;1;21;1;0;0
Napoli vs. Real Madrid;Real Madrid;Aurélien Tchouaméni;18;fr FRA;CM;23-249;90;0;0;0;0;2;0;0;0;77;1;0;2;0.1;0.1;0.0;0;0;61;66;92.4;8;62;0;0;0
Napoli vs. Real Madrid;Real Madrid;Federico Valverde;15;uy URU;RM;25-073;90;0;0;0;0;3;1;0;0;59;4;2;0;0.1;0.1;0.0;2;0;40;45;88.9;2;42;0;2;1
Napoli vs. Real Madrid;Real Madrid;Eduardo Camavinga;12;fr FRA;LB;20-327;63;0;1;0;0;0;0;1;0;47;2;1;0;0.0;0.0;0.1;1;1;40;41;97.6;3;35;2;4;2
Napoli vs. Real Madrid;Real Madrid;Ferland Mendy;23;fr FRA;LB;28-117;27;0;0;0;0;0;0;0;0;25;1;0;0;0.0;0.0;0.0;0;0;18;21;85.7;1;17;0;0;0
Napoli vs. Real Madrid;Real Madrid;Antonio Rüdiger;22;de GER;CB;30-214;90;0;0;0;0;0;0;0;0;61;1;0;5;0.0;0.0;0.0;1;0;42;48;87.5;1;37;0;1;1
Napoli vs. Real Madrid;Real Madrid;Nacho;6;es ESP;CB;33-258;90;0;0;0;0;0;0;0;0;55;2;1;1;0.0;0.0;0.1;2;0;43;48;89.6;2;38;0;0;0
Napoli vs. Real Madrid;Real Madrid;Dani Carvajal;2;es ESP;RB;31-265;90;0;0;0;0;0;0;0;0;59;2;0;0;0.0;0.0;0.1;4;0;41;51;80.4;2;42;1;1;1
Napoli vs. Real Madrid;Real Madrid;Kepa Arrizabalaga;25;es ESP;GK;29-000;90;0;0;0;0;0;0;1;0;38;0;0;0;0.0;0.0;0.0;0;0;27;34;79.4;0;25;0;0;0
Antwerp vs. Porto;Antwerp;Vincent Janssen;18;nl NED;FW;29-132;76;0;0;0;0;3;0;0;0;29;2;0;1;0.1;0.1;0.0;2;1;17;19;89.5;1;19;1;0;0
Antwerp vs. Porto;Antwerp;George Ilenikhena;9;fr FRA;FW;17-070;14;0;0;0;0;0;0;0;0;3;1;0;0;0.0;0.0;0.0;0;0;1;2;50.0;0;1;0;0;0
Antwerp vs. Porto;Antwerp;Michel-Ange Balikwisha;10;be BEL;LW;22-168;76;0;0;0;0;0;0;0;0;30;2;1;1;0.0;0.0;0.1;4;0;12;23;52.2;1;20;4;2;0
Antwerp vs. Porto;Antwerp;Anthony Valencia;55;ec ECU;RW;20-096;13;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;0;0;3;3;100.0;0;4;0;0;0
Antwerp vs. Porto;Antwerp;Gyrano Kerk;7;nl NED;RW;27-327;1;0;0;0;0;1;0;0;0;5;0;0;0;0.0;0.0;0.0;0;0;0;3;0.0;0;4;0;0;0
Antwerp vs. Porto;Antwerp;Arbnor Muja;11;al ALB;RW;24-330;77;0;0;0;0;3;1;1;0;36;2;0;1;0.2;0.2;0.1;2;0;16;26;61.5;3;24;6;2;1
Antwerp vs. Porto;Antwerp;Chidera Ejuke;19;ng NGA;LW;25-296;13;0;0;0;0;0;0;0;0;19;1;0;1;0.0;0.0;0.0;1;0;14;15;93.3;2;13;0;2;1
Antwerp vs. Porto;Antwerp;Jurgen Ekkelenkamp;24;nl NED;AM;23-203;90;0;0;0;0;1;0;0;0;25;0;0;3;0.2;0.2;0.0;1;0;7;13;53.8;1;16;0;2;1
Antwerp vs. Porto;Antwerp;Alhassan Yusuf;8;ng NGA;DM;23-099;90;1;0;0;0;1;1;0;0;63;3;1;2;0.2;0.2;0.0;2;0;44;49;89.8;7;45;1;2;0
Antwerp vs. Porto;Antwerp;Arthur Vermeeren;48;be BEL;DM;18-260;90;0;0;0;0;0;0;0;0;51;4;1;3;0.0;0.0;0.1;5;0;36;38;94.7;4;37;1;2;2
Antwerp vs. Porto;Antwerp;Jelle Bataille;34;be BEL;LB,RB;24-158;90;0;0;0;0;0;0;0;0;65;2;0;1;0.0;0.0;0.1;2;0;43;60;71.7;4;43;0;1;1
Antwerp vs. Porto;Antwerp;Soumaïla Coulibaly;44;fr FRA;CB;20-011;90;0;0;0;0;0;0;0;0;79;0;2;0;0.0;0.0;0.0;0;0;65;73;89.0;1;66;0;0;0
Antwerp vs. Porto;Antwerp;Toby Alderweireld;23;be BEL;CB;34-237;90;0;0;0;0;1;0;1;0;91;2;2;1;0.1;0.1;0.0;1;0;62;81;76.5;3;63;1;0;0
Antwerp vs. Porto;Antwerp;Ritchie De Laet;2;be BEL;RB;34-331;59;0;0;0;0;0;0;0;0;50;2;1;1;0.0;0.0;0.0;0;0;28;43;65.1;6;27;1;0;0
Antwerp vs. Porto;Antwerp;Owen Wijndal;5;nl NED;RB,LB;23-331;31;0;0;0;0;1;0;0;0;19;0;0;1;0.0;0.0;0.0;1;0;13;16;81.3;1;13;2;0;0
Antwerp vs. Porto;Antwerp;Jean Butez;1;fr FRA;GK;28-139;90;0;0;0;0;0;0;0;0;52;0;0;0;0.0;0.0;0.0;0;0;41;50;82.0;0;43;0;0;0
Antwerp vs. Porto;Porto;Mehdi Taremi;9;ir IRN;FW;31-099;90;0;2;0;0;1;0;0;0;35;3;0;1;0.2;0.2;0.6;6;5;20;26;76.9;6;26;3;3;2
Antwerp vs. Porto;Porto;Pepê;11;br BRA;FW,RM;26-243;82;0;1;0;0;1;0;1;0;40;1;0;0;0.2;0.2;0.2;4;1;21;29;72.4;2;30;3;4;2
Antwerp vs. Porto;Porto;Francisco Conceição;10;pt POR;RM;20-315;8;0;0;0;0;0;0;0;0;6;0;0;0;0.0;0.0;0.0;0;0;1;2;50.0;0;4;1;2;0
Antwerp vs. Porto;Porto;Galeno;13;br BRA;LM;26-003;90;0;0;0;0;1;0;0;0;50;2;1;0;0.1;0.1;0.2;2;0;24;33;72.7;5;36;6;6;2
Antwerp vs. Porto;Porto;Stephen Eustáquio;6;ca CAN;CM;26-308;81;1;0;0;0;2;2;1;0;45;3;1;3;0.2;0.2;0.0;2;0;28;33;84.8;2;29;0;1;1
Antwerp vs. Porto;Porto;Marko Grujić;8;rs SRB;CM;27-195;9;0;0;0;0;0;0;0;0;9;0;0;0;0.0;0.0;0.0;0;0;6;8;75.0;0;8;0;0;0
Antwerp vs. Porto;Porto;Alan Varela;22;ar ARG;CM;22-113;82;0;0;0;0;1;1;0;0;39;1;1;2;0.2;0.2;0.0;0;0;21;28;75.0;2;17;0;0;0
Antwerp vs. Porto;Porto;Nicolás González;16;es ESP;CM;21-295;8;0;0;0;0;0;0;0;0;11;0;0;0;0.0;0.0;0.0;1;0;9;10;90.0;2;6;0;0;0
Antwerp vs. Porto;Porto;André Franco;20;pt POR;RM,LB;25-196;65;0;0;0;0;0;0;0;0;33;2;1;0;0.0;0.0;0.0;1;0;19;21;90.5;2;19;1;1;0
Antwerp vs. Porto;Porto;Jorge Eduardo Sánchez;15;mx MEX;RB;25-319;25;0;0;0;0;1;1;0;0;20;1;0;0;0.1;0.1;0.0;0;0;13;16;81.3;1;8;0;1;1
Antwerp vs. Porto;Porto;Wendell;18;br BRA;LB;30-097;43;0;0;0;0;0;0;0;0;22;2;1;0;0.0;0.0;0.0;0;0;15;18;83.3;0;11;1;0;0
Antwerp vs. Porto;Porto;Evanilson;30;br BRA;FW;24-019;47;3;0;0;0;3;3;0;0;27;0;0;1;0.3;0.3;0.0;1;0;17;18;94.4;1;21;1;2;1
Antwerp vs. Porto;Porto;David Carmo;4;pt POR;CB;24-098;90;0;0;0;0;1;0;1;0;61;2;2;3;0.0;0.0;0.0;0;0;32;43;74.4;3;33;0;1;1
Antwerp vs. Porto;Porto;Pepe;3;pt POR;CB;40-241;90;0;0;0;0;0;0;0;0;69;1;3;0;0.0;0.0;0.0;1;0;44;54;81.5;1;46;1;0;0
Antwerp vs. Porto;Porto;João Mário Lopes;23;pt POR;RB,LB;23-295;90;0;1;0;0;0;0;0;0;43;0;0;0;0.0;0.0;0.2;3;2;28;38;73.7;1;31;4;7;4
Antwerp vs. Porto;Porto;Diogo Costa;99;pt POR;GK;24-036;90;0;0;0;0;0;0;0;0;48;0;0;0;0.0;0.0;0.0;0;0;32;47;68.1;0;36;0;0;0
Galatasaray vs. FC Copenhagen;Galatasaray;Mauro Icardi;9;ar ARG;FW;30-213;90;0;0;0;0;4;1;0;0;21;0;0;0;0.4;0.4;0.4;2;0;10;13;76.9;2;12;0;2;1
Galatasaray vs. FC Copenhagen;Galatasaray;Kerem Aktürkoğlu;7;tr TUR;LW;24-334;65;0;0;0;0;4;0;0;0;40;0;0;0;0.5;0.5;0.0;3;0;13;27;48.1;3;28;1;4;1
Galatasaray vs. FC Copenhagen;Galatasaray;Wilfried Zaha;14;ci CIV;LW;30-314;25;0;1;0;0;0;0;0;0;21;0;0;0;0.0;0.0;0.0;2;2;15;16;93.8;2;19;2;4;2
Galatasaray vs. FC Copenhagen;Galatasaray;Hakim Ziyech;22;ma MAR;RW,AM;30-185;65;0;0;0;0;1;1;1;0;39;1;2;2;0.0;0.0;0.0;0;0;14;29;48.3;0;29;1;2;1
Galatasaray vs. FC Copenhagen;Galatasaray;Barış Alper Yılmaz;53;tr TUR;AM;23-120;25;0;0;0;0;0;0;0;0;11;1;0;0;0.0;0.0;0.0;0;0;7;7;100.0;0;10;1;0;0
Galatasaray vs. FC Copenhagen;Galatasaray;Dries Mertens;10;be BEL;AM;36-137;58;0;0;0;0;2;1;0;0;18;0;0;1;0.1;0.1;0.4;2;0;7;10;70.0;2;9;1;0;0
Galatasaray vs. FC Copenhagen;Galatasaray;Tetê;20;br BRA;RW;23-217;32;1;0;0;0;1;1;0;0;39;1;0;0;0.0;0.0;0.0;2;0;24;35;68.6;3;25;1;3;1
